gene_symbol,tier,sources,human_ensembl,mouse_ensembl,mouse_symbol,orthology_type,perc_id,ensembl_release,orthology_class,n_mouse_orthologs,mapped,matrix_symbol,alias_note,in_matrix_CLEAN,in_matrix_FULL
PAFR,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
PDE10A,C,SwissTargetPrediction,ENSG00000112541,ENSMUSG00000023868,Pde10a,ortholog_one2one,94.0955,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Pde10a,,FALSE,FALSE
PDE2A,C,SwissTargetPrediction,ENSG00000186642,ENSMUSG00000110195,Pde2a,ortholog_one2one,93.9037,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Pde2a,,TRUE,TRUE
PDE4B,C,PharmMapper;SwissTargetPrediction,ENSG00000184588,ENSMUSG00000028525,Pde4b,ortholog_one2one,94.5035,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Pde4b,,FALSE,FALSE
PDE5,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
PDE5A,C,ChEMBL,ENSG00000138735,ENSMUSG00000053965,Pde5a,ortholog_one2one,93.7575,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Pde5a,,FALSE,FALSE
PGF,B,PharmMapper,ENSG00000119630,ENSMUSG00000004791,Pgf,ortholog_one2one,62.3457,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Pgf,,FALSE,FALSE
PGR,C,PharmMapper,ENSG00000082175,ENSMUSG00000031870,Pgr,ortholog_one2one,80.5616,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Pgr,,FALSE,FALSE
PGY1,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
PIM1,C,PharmMapper,ENSG00000137193,ENSMUSG00000024014,Pim1,ortholog_one2one,94.2492,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Pim1,,FALSE,FALSE
PIN1,C,ChEMBL,ENSG00000127445,ENSMUSG00000032171,Pin1,ortholog_one2many,93.9394,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,2,TRUE,Pin1,,FALSE,FALSE
PIN1,C,ChEMBL,ENSG00000127445,ENSMUSG00000074997,Pin1rt1,ortholog_one2many,92.4528,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,2,TRUE,Pin1rt1,,FALSE,FALSE
PKCA,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
POLI,C,ChEMBL,ENSG00000101751,ENSMUSG00000038425,Poli,ortholog_one2one,76.7978,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Poli,,TRUE,TRUE
PPARA,C,PharmMapper;SwissTargetPrediction,ENSG00000186951,ENSMUSG00000022383,Ppara,ortholog_one2one,92.3077,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ppara,,FALSE,FALSE
PPP3CA,C,ChEMBL,ENSG00000138814,ENSMUSG00000028161,Ppp3ca,ortholog_one2one,97.1564,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ppp3ca,,TRUE,TRUE
PPP5C,C,PharmMapper,ENSG00000011485,ENSMUSG00000003099,Ppp5c,ortholog_one2one,97.7956,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ppp5c,,TRUE,TRUE
PRKACA,C,ChEMBL;PharmMapper,ENSG00000072062,ENSMUSG00000005469,Prkaca,ortholog_one2one,98.0057,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Prkaca,,TRUE,TRUE
PRKCA,C,ChEMBL,ENSG00000154229,ENSMUSG00000050965,Prkca,ortholog_one2one,99.4048,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Prkca,,TRUE,TRUE
PRKM1,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
PRKM2,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
PRKM3,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
PSMB5,C,SwissTargetPrediction,ENSG00000100804,ENSMUSG00000022193,Psmb5,ortholog_one2one,92.4242,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Psmb5,,TRUE,TRUE
PTAC97,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
PTAFR,C,ChEMBL,ENSG00000169403,ENSMUSG00000056529,Ptafr,ortholog_one2one,81.8182,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ptafr,,FALSE,FALSE
PTGD2,B,PharmMapper,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
PTGS1,C,ChEMBL;SwissTargetPrediction,ENSG00000095303,ENSMUSG00000047250,Ptgs1,ortholog_one2one,89.0365,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ptgs1,,FALSE,FALSE
PTGS2,C,ChEMBL;SwissTargetPrediction,ENSG00000073756,ENSMUSG00000032487,Ptgs2,ortholog_one2one,86.755,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ptgs2,,FALSE,FALSE
PTPN1,C,PharmMapper;SwissTargetPrediction,ENSG00000196396,ENSMUSG00000027540,Ptpn1,ortholog_one2one,83.1019,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ptpn1,,TRUE,TRUE
PTPN11,C,PharmMapper,ENSG00000179295,ENSMUSG00000043733,Ptpn11,ortholog_one2one,99.4941,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ptpn11,,TRUE,TRUE
PTPN22,C,SwissTargetPrediction,ENSG00000134242,ENSMUSG00000027843,Ptpn22,ortholog_one2one,70.8229,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ptpn22,,FALSE,FALSE
PTPRC,C,ChEMBL,ENSG00000081237,ENSMUSG00000026395,Ptprc,ortholog_one2one,67.3627,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ptprc,,FALSE,FALSE
QPCT,C,SwissTargetPrediction,ENSG00000115828,ENSMUSG00000024084,Qpct,ortholog_one2one,81.768,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Qpct,,TRUE,TRUE
RAD30B,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
RAN,C,ChEMBL,ENSG00000132341,ENSMUSG00000029430,Ran,ortholog_one2one,100,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ran,,TRUE,TRUE
RAPGEF4,C,SwissTargetPrediction,ENSG00000091428,ENSMUSG00000049044,Rapgef4,ortholog_one2one,97.3294,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Rapgef4,,TRUE,TRUE
RARB,B,PharmMapper,ENSG00000077092,ENSMUSG00000017491,Rarb,ortholog_one2one,98.4375,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Rarb,,FALSE,FALSE
RARG,B,PharmMapper,ENSG00000172819,ENSMUSG00000001288,Rarg,ortholog_one2one,89.2617,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Rarg,,FALSE,FALSE
RBP4,C,PharmMapper,ENSG00000138207,ENSMUSG00000024990,Rbp4,ortholog_one2one,85.5721,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Rbp4,,FALSE,FALSE
RELA,C,SwissTargetPrediction,ENSG00000173039,ENSMUSG00000024927,Rela,ortholog_one2one,89.071,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Rela,,TRUE,TRUE
RIPK1,C,SwissTargetPrediction,ENSG00000137275,ENSMUSG00000021408,Ripk1,ortholog_one2one,71.189,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Ripk1,,TRUE,TRUE
RNUT1,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
RXRB,B,PharmMapper,ENSG00000204231,ENSMUSG00000039656,Rxrb,ortholog_one2one,96.9231,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Rxrb,,TRUE,TRUE
SAPK2A,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
SERT,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
SHBG,C,PharmMapper;SwissTargetPrediction,ENSG00000129214,ENSMUSG00000005202,Shbg,ortholog_one2one,66.005,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Shbg,,FALSE,FALSE
SIGMAR1,C,ChEMBL,ENSG00000147955,ENSMUSG00000036078,Sigmar1,ortholog_one2one,90.1345,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Sigmar1,,FALSE,FALSE
SIRT5,C,SwissTargetPrediction,ENSG00000124523,ENSMUSG00000054021,Sirt5,ortholog_one2one,86.129,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Sirt5,,TRUE,TRUE
SKR,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
SLC21A6,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
SLC21A8,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
SLC25A21,C,SwissTargetPrediction,ENSG00000183032,ENSMUSG00000035472,Slc25a21,ortholog_one2one,80.5369,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Slc25a21,,FALSE,FALSE
SLC6A2,C,ChEMBL;SwissTargetPrediction,ENSG00000103546,ENSMUSG00000055368,Slc6a2,ortholog_one2one,94.3274,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Slc6a2,,FALSE,FALSE
SLC6A3,C,ChEMBL;SwissTargetPrediction,ENSG00000142319,ENSMUSG00000021609,Slc6a3,ortholog_one2one,93.6995,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Slc6a3,,FALSE,FALSE
SLC6A4,C,ChEMBL;SwissTargetPrediction,ENSG00000108576,ENSMUSG00000020838,Slc6a4,ortholog_one2one,92.5397,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Slc6a4,,FALSE,FALSE
SLC6A5,C,ChEMBL,ENSG00000165970,ENSMUSG00000039728,Slc6a5,ortholog_one2one,93.9317,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Slc6a5,,FALSE,FALSE
SLCO1B1,C,ChEMBL,ENSG00000134538,ENSMUSG00000030236,Slco1b2,ortholog_one2many,64.1509,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,1,TRUE,Slco1b2,,FALSE,FALSE
SLCO1B3,C,ChEMBL,ENSG00000111700,ENSMUSG00000030236,Slco1b2,ortholog_one2many,66.0377,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,1,TRUE,Slco1b2,,FALSE,FALSE
SLK,C,ChEMBL,ENSG00000065613,ENSMUSG00000025060,Slk,ortholog_one2one,83.2928,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Slk,,TRUE,TRUE
SMAD3,C,ChEMBL,ENSG00000166949,ENSMUSG00000032402,Smad3,ortholog_one2one,100,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Smad3,,TRUE,TRUE
SMPD1,C,ChEMBL,ENSG00000166311,ENSMUSG00000037049,Smpd1,ortholog_one2one,82.7751,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Smpd1,,TRUE,TRUE
SNUPN,C,ChEMBL,ENSG00000169371,ENSMUSG00000055334,Snupn,ortholog_one2one,91.8994,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Snupn,,FALSE,FALSE
SPN1,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
SPR,C,ChEMBL,ENSG00000116096,ENSMUSG00000033735,Spr,ortholog_one2one,74.4275,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Spr,,TRUE,TRUE
SQOR,C,SwissTargetPrediction,ENSG00000137767,ENSMUSG00000005803,Sqor,ortholog_one2one,86.8889,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Sqor,,FALSE,FALSE
STS,B,PharmMapper,ENSG00000101846,ENSMUSG00000121914,Sts,ortholog_one2one,60.6154,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Sts,,FALSE,FALSE
SULT2A1,B,PharmMapper,ENSG00000105398,ENSMUSG00000074377,Sult2a4,ortholog_one2many,62.1053,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,8,TRUE,Sult2a4,,FALSE,FALSE
SULT2A1,B,PharmMapper,ENSG00000105398,ENSMUSG00000070811,Sult2a2,ortholog_one2many,66.4948,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,8,TRUE,Sult2a2,,FALSE,FALSE
SULT2A1,B,PharmMapper,ENSG00000105398,ENSMUSG00000074375,Sult2a3,ortholog_one2many,62.4561,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,8,TRUE,Sult2a3,,FALSE,FALSE
SULT2A1,B,PharmMapper,ENSG00000105398,ENSMUSG00000078798,Sult2a1,ortholog_one2many,63.1579,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,8,TRUE,Sult2a1,,FALSE,FALSE
SULT2A1,B,PharmMapper,ENSG00000105398,ENSMUSG00000030378,Sult2a8,ortholog_one2many,58.8652,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,8,TRUE,Sult2a8,,FALSE,FALSE
SULT2A1,B,PharmMapper,ENSG00000105398,ENSMUSG00000078799,Sult2a5,ortholog_one2many,62.807,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,8,TRUE,Sult2a5,,FALSE,FALSE
SULT2A1,B,PharmMapper,ENSG00000105398,ENSMUSG00000094156,Sult2a7,ortholog_one2many,58.7859,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,8,TRUE,Sult2a7,,FALSE,FALSE
SULT2A1,B,PharmMapper,ENSG00000105398,ENSMUSG00000070810,Sult2a6,ortholog_one2many,63.1579,"116 (Ensembl Genes 116, ensembl_mart_116)",one2many,8,TRUE,Sult2a6,,FALSE,FALSE
T200,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
TAC1R,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
TAC2R,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
TACR1,C,ChEMBL,ENSG00000115353,ENSMUSG00000030043,Tacr1,ortholog_one2one,94.5946,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Tacr1,,FALSE,FALSE
TACR2,C,ChEMBL,ENSG00000075073,ENSMUSG00000020081,Tacr2,ortholog_one2one,85.1562,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Tacr2,,FALSE,FALSE
TBXAS1,C,ChEMBL,ENSG00000059377,ENSMUSG00000029925,Tbxas1,ortholog_one2one,81.6135,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Tbxas1,,FALSE,FALSE
TERT,C,SwissTargetPrediction,ENSG00000164362,ENSMUSG00000021611,Tert,ortholog_one2one,61.7647,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Tert,,FALSE,FALSE
TRPA1,C,SwissTargetPrediction,ENSG00000104321,ENSMUSG00000032769,Trpa1,ortholog_one2one,79.3778,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Trpa1,,FALSE,FALSE
TXAS,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
TXN,C,SwissTargetPrediction,ENSG00000136810,ENSMUSG00000028367,Txn1,ortholog_one2one,63.8889,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Txn1,,TRUE,TRUE
TXS,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
VDR,C,PharmMapper,ENSG00000111424,ENSMUSG00000022479,Vdr,ortholog_one2one,89.0995,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Vdr,,FALSE,FALSE
VEGFR1,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
VIPR1,C,ChEMBL,ENSG00000114812,ENSMUSG00000032528,Vipr1,ortholog_one2one,82.1351,"116 (Ensembl Genes 116, ensembl_mart_116)",one2one,1,TRUE,Vipr1,,FALSE,FALSE
VPAC1R,C,ChEMBL,NA,NA,NA,NA,NA,NA,unmapped,NA,FALSE,NA,,FALSE,FALSE
